constellation,average_competence,average_relative_competence,average_accuracy,count,population,sample,options,iteration,total_iterations
dissensus,0.6124229895555405,0.41863448433331074,0.3333333333333333,44,999,3,3,777,1000
majority,0.6713085951572317,0.5069628927358476,0.7258064516129032,186,999,3,3,777,1000
minority,0.6090724746543099,0.413608711981465,0.20967741935483872,186,999,3,3,777,1000
consensus,0.7128045679352091,0.5692068519028135,0.9313725490196079,102,999,3,3,778,1000
dissensus,0.6207302307473526,0.43109534612102884,0.3333333333333333,35,999,3,3,778,1000
majority,0.6944664366025364,0.5416996549038046,0.7806122448979592,196,999,3,3,778,1000
minority,0.5672475452523768,0.3508713178785652,0.18877551020408162,196,999,3,3,778,1000
consensus,0.7211738539992268,0.5817607809988402,0.9902912621359223,103,999,3,3,779,1000
dissensus,0.6239019683765484,0.43585295256482265,0.3333333333333333,28,999,3,3,779,1000
majority,0.6810805622485187,0.521620843372778,0.7227722772277227,202,999,3,3,779,1000
minority,0.60097036447542,0.4014555467131299,0.22772277227722773,202,999,3,3,779,1000
consensus,0.734756643800497,0.6021349657007454,0.9611650485436893,103,999,3,3,780,1000
dissensus,0.5850962634160739,0.3776443951241108,0.3333333333333333,44,999,3,3,780,1000
majority,0.6631005210731026,0.49465078160965376,0.7096774193548387,186,999,3,3,780,1000
minority,0.5514599776503006,0.32718996647545084,0.21505376344086022,186,999,3,3,780,1000
consensus,0.718977707003665,0.5784665605054975,0.989247311827957,93,999,3,3,781,1000
dissensus,0.5935139779741054,0.39027096696115815,0.3333333333333333,34,999,3,3,781,1000
majority,0.6892887320630192,0.5339330980945288,0.7864077669902912,206,999,3,3,781,1000
minority,0.5878777548129758,0.3818166322194637,0.17475728155339806,206,999,3,3,781,1000
consensus,0.7312407926819696,0.5968611890229544,0.9894736842105263,95,999,3,3,782,1000
dissensus,0.5722091007514527,0.358313651127179,0.3333333333333333,42,999,3,3,782,1000
majority,0.6867608862741357,0.5301413294112035,0.7755102040816326,196,999,3,3,782,1000
minority,0.5633874473963439,0.34508117109451597,0.17346938775510204,196,999,3,3,782,1000
consensus,0.7149826297307037,0.5724739445960555,0.9739130434782609,115,999,3,3,783,1000
dissensus,0.615000663378409,0.4225009950676135,0.3333333333333333,35,999,3,3,783,1000
majority,0.6661839669117389,0.49927595036760825,0.7814207650273224,183,999,3,3,783,1000
minority,0.5653744236589876,0.3480616354884814,0.13114754098360656,183,999,3,3,783,1000
consensus,0.7165116001986381,0.5747674002979573,0.98,100,999,3,3,784,1000
dissensus,0.589923811115561,0.38488571667334154,0.3333333333333333,35,999,3,3,784,1000
majority,0.6899282566333654,0.5348923849500481,0.797979797979798,198,999,3,3,784,1000
minority,0.5775706813598572,0.36635602203978584,0.16161616161616163,198,999,3,3,784,1000
consensus,0.7025065043027587,0.5537597564541381,0.9494949494949495,99,999,3,3,785,1000
dissensus,0.614937001391529,0.4224055020872934,0.3333333333333333,26,999,3,3,785,1000
majority,0.6772632046411626,0.515894806961744,0.6923076923076923,208,999,3,3,785,1000
minority,0.5951094832950428,0.3926642249425641,0.21153846153846154,208,999,3,3,785,1000
consensus,0.7340836966961808,0.6011255450442712,0.9787234042553191,94,999,3,3,786,1000
dissensus,0.6455283026552169,0.4682924539828254,0.3333333333333333,37,999,3,3,786,1000
majority,0.6796491054642066,0.51947365819631,0.7871287128712872,202,999,3,3,786,1000
minority,0.5905165668114368,0.38577485021715524,0.15841584158415842,202,999,3,3,786,1000
consensus,0.7206214678770101,0.5809322018155151,0.9090909090909091,110,999,3,3,787,1000
dissensus,0.6281917341524896,0.44228760122873445,0.3333333333333333,45,999,3,3,787,1000
majority,0.695957763538232,0.543936645307348,0.7528089887640449,178,999,3,3,787,1000
minority,0.5915595505121496,0.38733932576822433,0.1797752808988764,178,999,3,3,787,1000
consensus,0.7216371287733118,0.5824556931599676,0.9821428571428571,112,999,3,3,788,1000
dissensus,0.6069076798713212,0.4103615198069818,0.3333333333333333,34,999,3,3,788,1000
majority,0.6786938390981758,0.5180407586472637,0.7219251336898396,187,999,3,3,788,1000
minority,0.6212305431113099,0.43184581466696476,0.23529411764705882,187,999,3,3,788,1000
consensus,0.7239877296074555,0.5859815944111832,1,105,999,3,3,789,1000
dissensus,0.5956489292110454,0.3934733938165681,0.3333333333333333,37,999,3,3,789,1000
majority,0.685247068626182,0.5278706029392731,0.7801047120418848,191,999,3,3,789,1000
minority,0.5886087343438056,0.38291310151570834,0.20418848167539266,191,999,3,3,789,1000
consensus,0.7121010693774138,0.5681516040661206,0.9642857142857143,112,999,3,3,790,1000
dissensus,0.6260496426661525,0.4390744639992288,0.3333333333333333,32,999,3,3,790,1000
majority,0.6743543155144776,0.5115314732717163,0.7513227513227513,189,999,3,3,790,1000
minority,0.5783882022800821,0.36758230342012316,0.19047619047619047,189,999,3,3,790,1000
consensus,0.7190615581556514,0.578592337233477,0.9803921568627451,102,999,3,3,791,1000
dissensus,0.6089645298699589,0.41344679480493823,0.3333333333333333,33,999,3,3,791,1000
majority,0.6714741078864702,0.5072111618297053,0.7272727272727273,198,999,3,3,791,1000
minority,0.5829650914799799,0.37444763721996976,0.22727272727272727,198,999,3,3,791,1000
consensus,0.7172991192706553,0.5759486789059829,0.9690721649484536,97,999,3,3,792,1000
dissensus,0.608606845272851,0.4129102679092766,0.3333333333333333,34,999,3,3,792,1000
majority,0.6838226735971488,0.5257340103957231,0.7772277227722773,202,999,3,3,792,1000
minority,0.5800118907954138,0.37001783619312073,0.17326732673267325,202,999,3,3,792,1000
consensus,0.7231019644857816,0.5846529467286723,0.978494623655914,93,999,3,3,793,1000
dissensus,0.6078119789597782,0.4117179684396674,0.3333333333333333,39,999,3,3,793,1000
majority,0.6991019748158253,0.5486529622237379,0.7711442786069652,201,999,3,3,793,1000
minority,0.5694982316731098,0.3542473475096645,0.16417910447761194,201,999,3,3,793,1000
consensus,0.6951302053559592,0.5426953080339387,0.9404761904761905,84,999,3,3,794,1000
dissensus,0.6170991336020004,0.4256487004030006,0.3333333333333333,38,999,3,3,794,1000
majority,0.6712034783461448,0.5068052175192173,0.7345971563981043,211,999,3,3,794,1000
minority,0.5897053142120888,0.3845579713181333,0.20853080568720378,211,999,3,3,794,1000
consensus,0.7313990146134756,0.5970985219202133,0.9882352941176471,85,999,3,3,795,1000
dissensus,0.6235044926206109,0.4352567389309163,0.3333333333333333,51,999,3,3,795,1000
majority,0.6684528696260142,0.5026793044390214,0.7309644670050761,197,999,3,3,795,1000
minority,0.5985566843868361,0.39783502658025416,0.233502538071066,197,999,3,3,795,1000
consensus,0.7196789345171206,0.5795184017756809,0.9574468085106383,94,999,3,3,796,1000
dissensus,0.5942973565315833,0.39144603479737505,0.3333333333333333,37,999,3,3,796,1000
majority,0.6675493919829263,0.5013240879743897,0.7326732673267327,202,999,3,3,796,1000
minority,0.5899289305000673,0.384893395750101,0.20297029702970298,202,999,3,3,796,1000
consensus,0.711229792766259,0.5668446891493886,0.9915254237288136,118,999,3,3,797,1000
dissensus,0.6400016353941627,0.46000245309124393,0.3333333333333333,25,999,3,3,797,1000
majority,0.6676872527598519,0.5015308791397777,0.7947368421052632,190,999,3,3,797,1000
minority,0.6118861606164852,0.4178292409247278,0.17894736842105263,190,999,3,3,797,1000
consensus,0.7201957817675974,0.580293672651396,0.9787234042553191,94,999,3,3,798,1000
dissensus,0.600110474773116,0.400165712159674,0.3333333333333333,42,999,3,3,798,1000
majority,0.6618003653084258,0.4927005479626386,0.766497461928934,197,999,3,3,798,1000
minority,0.5761076351375573,0.36416145270633593,0.18274111675126903,197,999,3,3,798,1000
consensus,0.7339321985743067,0.60089829786146,0.9722222222222222,108,999,3,3,799,1000
dissensus,0.5922463958659909,0.38836959379898645,0.3333333333333333,34,999,3,3,799,1000
majority,0.6905685344838536,0.5358528017257804,0.8115183246073299,191,999,3,3,799,1000
minority,0.6055082471815326,0.408262370772299,0.16230366492146597,191,999,3,3,799,1000
consensus,0.7043904154702569,0.5565856232053855,0.9772727272727273,88,999,3,3,800,1000
dissensus,0.6342622921313447,0.45139343819701705,0.3333333333333333,36,999,3,3,800,1000
majority,0.6966794325121228,0.5450191487681842,0.8181818181818182,209,999,3,3,800,1000
minority,0.5743423802280528,0.36151357034207926,0.15311004784688995,209,999,3,3,800,1000
consensus,0.7162612999754924,0.5743919499632385,0.9888888888888889,90,999,3,3,801,1000
dissensus,0.5963418660168018,0.3945127990252028,0.3333333333333333,43,999,3,3,801,1000
majority,0.6769375029322692,0.5154062543984038,0.725,200,999,3,3,801,1000
minority,0.6037284127669409,0.40559261915041134,0.22,200,999,3,3,801,1000
consensus,0.7171874599812168,0.5757811899718253,0.9809523809523809,105,999,3,3,802,1000
dissensus,0.61503944280064,0.42255916420096,0.3333333333333333,43,999,3,3,802,1000
majority,0.6864948800349658,0.5297423200524488,0.772972972972973,185,999,3,3,802,1000
minority,0.5873755202083303,0.3810632803124955,0.1837837837837838,185,999,3,3,802,1000
consensus,0.7066209451094503,0.5599314176641754,0.9805825242718447,103,999,3,3,803,1000
dissensus,0.6199649903990656,0.4299474855985984,0.3333333333333333,43,999,3,3,803,1000
majority,0.6663210679351148,0.49948160190267227,0.7967914438502673,187,999,3,3,803,1000
minority,0.6171404703299443,0.4257107054949166,0.15508021390374332,187,999,3,3,803,1000
consensus,0.7127411119912301,0.5691116679868452,1,98,999,3,3,804,1000
dissensus,0.610671445832227,0.41600716874834054,0.3333333333333333,37,999,3,3,804,1000
majority,0.6852790364636554,0.5279185546954831,0.7272727272727273,198,999,3,3,804,1000
minority,0.6071556882739932,0.4107335324109899,0.22727272727272727,198,999,3,3,804,1000
consensus,0.7090459597848908,0.5635689396773362,0.9714285714285714,105,999,3,3,805,1000
dissensus,0.6327026638527182,0.4490539957790774,0.3333333333333333,36,999,3,3,805,1000
majority,0.6802606819809525,0.5203910229714287,0.7604166666666666,192,999,3,3,805,1000
minority,0.5785463802862473,0.3678195704293709,0.16666666666666666,192,999,3,3,805,1000
consensus,0.7179269903646018,0.5768904855469027,0.9719626168224299,107,999,3,3,806,1000
dissensus,0.6201409902757428,0.4302114854136142,0.3333333333333333,31,999,3,3,806,1000
majority,0.6741434245362369,0.5112151368043553,0.7589743589743589,195,999,3,3,806,1000
minority,0.5804889042622959,0.37073335639344385,0.1794871794871795,195,999,3,3,806,1000
consensus,0.7017481076147928,0.5526221614221892,0.9603960396039604,101,999,3,3,807,1000
dissensus,0.6264987030153861,0.4397480545230792,0.3333333333333333,32,999,3,3,807,1000
majority,0.7115770108361419,0.5673655162542127,0.87,200,999,3,3,807,1000
minority,0.5748191225063056,0.3622286837594584,0.12,200,999,3,3,807,1000
consensus,0.7304385410955722,0.5956578116433583,0.9727272727272728,110,999,3,3,808,1000
dissensus,0.573500343805386,0.360250515708079,0.3333333333333333,38,999,3,3,808,1000
majority,0.6947052937319821,0.5420579405979732,0.8054054054054054,185,999,3,3,808,1000
minority,0.5468240798602032,0.32023611979030475,0.15675675675675677,185,999,3,3,808,1000
consensus,0.7169998567033973,0.575499785055096,0.9565217391304348,92,999,3,3,809,1000
dissensus,0.5887503264649283,0.3831254896973925,0.3333333333333333,35,999,3,3,809,1000
majority,0.6806591891157697,0.5209887836736546,0.7718446601941747,206,999,3,3,809,1000
minority,0.5901878073262985,0.3852817109894478,0.1941747572815534,206,999,3,3,809,1000
consensus,0.707579970166052,0.561369955249078,1,94,999,3,3,810,1000
dissensus,0.5954910080255349,0.3932365120383024,0.3333333333333333,28,999,3,3,810,1000
majority,0.6820282694559227,0.523042404183884,0.7725118483412322,211,999,3,3,810,1000
minority,0.5780163308565827,0.3670244962848741,0.1990521327014218,211,999,3,3,810,1000
consensus,0.7253449020007116,0.5880173530010674,0.967741935483871,93,999,3,3,811,1000
dissensus,0.6415908078442107,0.46238621176631606,0.3333333333333333,37,999,3,3,811,1000
majority,0.6828424354674133,0.5242636532011199,0.7438423645320197,203,999,3,3,811,1000
minority,0.5809218491716631,0.37138277375749473,0.20689655172413793,203,999,3,3,811,1000
consensus,0.7212295940808807,0.581844391121321,0.9560439560439561,91,999,3,3,812,1000
dissensus,0.6131068619812817,0.4196602929719226,0.3333333333333333,43,999,3,3,812,1000
majority,0.6806400052374744,0.5209600078562117,0.7587939698492462,199,999,3,3,812,1000
minority,0.5877642068423805,0.38164631026357076,0.19095477386934673,199,999,3,3,812,1000
consensus,0.7098099081546511,0.5647148622319766,0.9405940594059405,101,999,3,3,813,1000
dissensus,0.610487965370218,0.415731948055327,0.3333333333333333,35,999,3,3,813,1000
majority,0.6685084944477466,0.5027627416716198,0.7258883248730964,197,999,3,3,813,1000
minority,0.5958775162882788,0.3938162744324182,0.233502538071066,197,999,3,3,813,1000
consensus,0.7002833773880288,0.5504250660820433,0.9347826086956522,92,999,3,3,814,1000
dissensus,0.6002629796190553,0.4003944694285829,0.3333333333333333,47,999,3,3,814,1000
majority,0.7084356252851343,0.5626534379277014,0.8247422680412371,194,999,3,3,814,1000
minority,0.5672051486426395,0.35080772296395923,0.14432989690721648,194,999,3,3,814,1000
consensus,0.7019061810095554,0.552859271514333,0.9298245614035088,114,999,3,3,815,1000
dissensus,0.5951729762821392,0.39275946442320875,0.3333333333333333,34,999,3,3,815,1000
majority,0.6844126757129456,0.5266190135694185,0.7837837837837838,185,999,3,3,815,1000
minority,0.5986762007572562,0.3980143011358844,0.1891891891891892,185,999,3,3,815,1000
consensus,0.7090307204679385,0.5635460807019076,0.9724770642201835,109,999,3,3,816,1000
dissensus,0.6047156113032084,0.4070734169548126,0.3333333333333333,37,999,3,3,816,1000
majority,0.674168382381602,0.5112525735724031,0.7647058823529411,187,999,3,3,816,1000
minority,0.578485143678877,0.3677277155183156,0.20320855614973263,187,999,3,3,816,1000
consensus,0.7133966499251949,0.5700949748877924,0.9813084112149533,107,999,3,3,817,1000
dissensus,0.6270085291824107,0.44051279377361596,0.3333333333333333,33,999,3,3,817,1000
majority,0.6877006413970008,0.5315509620955011,0.7668393782383419,193,999,3,3,817,1000
minority,0.587027131713322,0.380540697569983,0.16580310880829016,193,999,3,3,817,1000
consensus,0.7232999128209605,0.5849498692314409,0.9900990099009901,101,999,3,3,818,1000
dissensus,0.5925553361519283,0.38883300422789246,0.3333333333333333,41,999,3,3,818,1000
majority,0.6636919380575224,0.49553790708628354,0.774869109947644,191,999,3,3,818,1000
minority,0.5865274325084676,0.3797911487627014,0.18848167539267016,191,999,3,3,818,1000
consensus,0.7110079330413077,0.5665118995619617,0.9807692307692307,104,999,3,3,819,1000
dissensus,0.6260883754584938,0.4391325631877408,0.3333333333333333,36,999,3,3,819,1000
majority,0.6779107326643288,0.5168660989964932,0.7202072538860104,193,999,3,3,819,1000
minority,0.6053004851789956,0.40795072776849334,0.22797927461139897,193,999,3,3,819,1000
consensus,0.7243330385054237,0.5864995577581356,0.9655172413793104,116,999,3,3,820,1000
dissensus,0.6442883333523667,0.46643250002855,0.3333333333333333,33,999,3,3,820,1000
majority,0.69209855090678285,0.5381478263601742,0.7934782608695652,184,999,3,3,820,1000
minority,0.5889597958497083,0.38343969377456233,0.20108695652173914,184,999,3,3,820,1000
consensus,0.7119044667411157,0.5678567001116737,0.9607843137254902,102,999,3,3,821,1000
dissensus,0.6151517377708048,0.42272760665620723,0.3333333333333333,35,999,3,3,821,1000
majority,0.6903493580254758,0.5355240370382136,0.7908163265306123,196,999,3,3,821,1000
minority,0.5962686181792255,0.3944029272688382,0.17346938775510204,196,999,3,3,821,1000
consensus,0.7122485494569014,0.5683728241853522,0.963855421686747,83,999,3,3,822,1000
dissensus,0.5865576518227117,0.3798364777340676,0.3333333333333333,46,999,3,3,822,1000
majority,0.7004451188357742,0.5506676782536614,0.7745098039215687,204,999,3,3,822,1000
minority,0.5738998090702236,0.3608497136053355,0.16666666666666666,204,999,3,3,822,1000
consensus,0.7136862218252472,0.5705293327378709,0.9196428571428571,112,999,3,3,823,1000
dissensus,0.6038619230724483,0.40579288460867247,0.3333333333333333,32,999,3,3,823,1000
majority,0.6908580492964307,0.5362870739446461,0.7566137566137566,189,999,3,3,823,1000
minority,0.5905647159297828,0.38584707389467415,0.15873015873015872,189,999,3,3,823,1000
consensus,0.6956432724744821,0.5434649087117231,0.9642857142857143,84,999,3,3,824,1000
dissensus,0.6133075487422979,0.4199613231134468,0.3333333333333333,42,999,3,3,824,1000
majority,0.675070576629213,0.5126058649438195,0.7246376811594203,207,999,3,3,824,1000
minority,0.5636515515270056,0.3454773272905085,0.21739130434782608,207,999,3,3,824,1000
consensus,0.7300323944690073,0.5950485917035109,1,104,999,3,3,825,1000
dissensus,0.5954722297557453,0.393208344633618,0.3333333333333333,34,999,3,3,825,1000
majority,0.6821972255626869,0.5232958383440304,0.7589743589743589,195,999,3,3,825,1000
minority,0.5963886081814193,0.39458291227212894,0.2,195,999,3,3,825,1000
consensus,0.7177707187855514,0.5766560781783272,0.970873786407767,103,999,3,3,826,1000
dissensus,0.607741621376287,0.4116124320644304,0.3333333333333333,32,999,3,3,826,1000
majority,0.6837738297471263,0.5256607446206895,0.7424242424242424,198,999,3,3,826,1000
minority,0.5732916536598281,0.3599374804897422,0.21212121212121213,198,999,3,3,826,1000
consensus,0.7271851326949481,0.5907776990424222,0.99,100,999,3,3,827,1000
dissensus,0.6200676644906505,0.4301014967359758,0.3333333333333333,40,999,3,3,827,1000
majority,0.6968889895807276,0.5453334843710915,0.7512953367875648,193,999,3,3,827,1000
minority,0.568687134916172,0.35303070237425793,0.21243523316062177,193,999,3,3,827,1000
consensus,0.721985739980186,0.5829786099702791,0.9775280898876404,89,999,3,3,828,1000
dissensus,0.6036939089197988,0.40554086337969814,0.3333333333333333,36,999,3,3,828,1000
majority,0.6756171928576898,0.5134257892865348,0.7211538461538461,208,999,3,3,828,1000
minority,0.5934312480668992,0.3901468721003487,0.20192307692307693,208,999,3,3,828,1000
consensus,0.7315609771187392,0.597341465678109,1,87,999,3,3,829,1000
dissensus,0.5897334034207862,0.38460010513117926,0.3333333333333333,37,999,3,3,829,1000
majority,0.6859368677752351,0.5289053016628527,0.722488038277512,209,999,3,3,829,1000
minority,0.5919078450458365,0.38786176756875473,0.22009569377990432,209,999,3,3,829,1000
consensus,0.7490415879047474,0.6235623818571211,0.9893617021276596,94,999,3,3,830,1000
dissensus,0.6139290581626419,0.42089358724396286,0.3333333333333333,41,999,3,3,830,1000
majority,0.680745503361892,0.5211182550428379,0.7222222222222222,198,999,3,3,830,1000
minority,0.5795236046971621,0.36928540704574325,0.23737373737373738,198,999,3,3,830,1000
consensus,0.7186391443428066,0.5779587165142099,1,100,999,3,3,831,1000
dissensus,0.633703913195646,0.45055586979346907,0.3333333333333333,37,999,3,3,831,1000
majority,0.6946474565335606,0.541971184800341,0.7653061224489796,196,999,3,3,831,1000
minority,0.5902865213250146,0.3854297819875219,0.20918367346938777,196,999,3,3,831,1000
consensus,0.7087443250761124,0.5631164876141685,0.9576271186440678,118,999,3,3,832,1000
dissensus,0.627480447680379,0.4412206715205685,0.3333333333333333,40,999,3,3,832,1000
majority,0.6880008772308274,0.532001315846241,0.7485714285714286,175,999,3,3,832,1000
minority,0.5720814458121146,0.358122168718172,0.21714285714285714,175,999,3,3,832,1000
consensus,0.7131675403455334,0.5697513105183002,0.9649122807017544,114,999,3,3,833,1000
dissensus,0.6256009610854866,0.43840144162822986,0.3333333333333333,32,999,3,3,833,1000
majority,0.6921186573482194,0.538177986022329,0.7647058823529411,187,999,3,3,833,1000
minority,0.5770018333079436,0.36550274996191545,0.18181818181818182,187,999,3,3,833,1000
consensus,0.7166456120386202,0.5749684180579304,0.9326923076923077,104,999,3,3,834,1000
dissensus,0.5966970645060855,0.39504559675912826,0.3333333333333333,36,999,3,3,834,1000
majority,0.6864707289715596,0.5297060934573393,0.7772020725388601,193,999,3,3,834,1000
minority,0.5940818409861705,0.3911227614792556,0.18134715025906736,193,999,3,3,834,1000
consensus,0.720903065266793,0.5813545979001895,0.9795918367346939,98,999,3,3,835,1000
dissensus,0.6167371691273594,0.42510575369103915,0.3333333333333333,36,999,3,3,835,1000
majority,0.6658707320938976,0.4988060981408464,0.7336683417085427,199,999,3,3,835,1000
minority,0.5789577416916514,0.368436612537477,0.20603015075376885,199,999,3,3,835,1000
consensus,0.7214505725610776,0.5821758588416164,0.9,110,999,3,3,836,1000
dissensus,0.6187583241508239,0.4281374862262359,0.3333333333333333,30,999,3,3,836,1000
majority,0.6819331392538066,0.52289970888071,0.7875647668393783,193,999,3,3,836,1000
minority,0.5814550787657629,0.37218261814864423,0.15544041450777202,193,999,3,3,836,1000
consensus,0.7199289316189185,0.5798933974283776,0.9797979797979798,99,999,3,3,837,1000
dissensus,0.5947904214085568,0.39218563211283514,0.3333333333333333,35,999,3,3,837,1000
majority,0.6867912910446538,0.5301869365669807,0.7688442211055276,199,999,3,3,837,1000
minority,0.5827252980020565,0.3740879470030848,0.16080402010050251,199,999,3,3,837,1000
consensus,0.7224345489757347,0.5836518234636021,0.9696969696969697,99,999,3,3,838,1000
dissensus,0.6078257139047815,0.41173857085717225,0.3333333333333333,45,999,3,3,838,1000
majority,0.6759885279732761,0.5139827919599143,0.746031746031746,189,999,3,3,838,1000
minority,0.5662601379853406,0.3493902069780109,0.19576719576719576,189,999,3,3,838,1000
consensus,0.7158272291109743,0.5737408436664616,0.9649122807017544,114,999,3,3,839,1000
dissensus,0.6193474339353934,0.42902115090309006,0.3333333333333333,38,999,3,3,839,1000
majority,0.6691375029874489,0.5037062544811733,0.6795580110497238,181,999,3,3,839,1000
minority,0.5800295983703591,0.37004439755553864,0.281767955801105,181,999,3,3,839,1000
consensus,0.7213855189018439,0.5820782783527657,0.9587628865979382,97,999,3,3,840,1000
dissensus,0.6146931702078516,0.42203975531177734,0.3333333333333333,36,999,3,3,840,1000
majority,0.6749298569490202,0.5123947854235303,0.795,200,999,3,3,840,1000
minority,0.5788800751635184,0.3683201127452776,0.18,200,999,3,3,840,1000
consensus,0.7151597047311341,0.5727395570967011,0.972972972972973,111,999,3,3,841,1000
dissensus,0.6056703365863757,0.40850550487956355,0.3333333333333333,37,999,3,3,841,1000
majority,0.6718974657360934,0.5078461986041402,0.7837837837837838,185,999,3,3,841,1000
minority,0.5795515259962764,0.3693272889944146,0.16756756756756758,185,999,3,3,841,1000
consensus,0.7220569701271768,0.5830854551907653,0.9433962264150944,106,999,3,3,842,1000
dissensus,0.5972480463156815,0.39587206947352227,0.3333333333333333,41,999,3,3,842,1000
majority,0.686510775980997,0.5297661639714955,0.7795698924731183,186,999,3,3,842,1000
minority,0.5623849727360258,0.34357745910403875,0.15591397849462366,186,999,3,3,842,1000
consensus,0.7308289853395188,0.5962434780092781,0.9811320754716981,106,999,3,3,843,1000
dissensus,0.6005578845359937,0.4008368268039906,0.3333333333333333,30,999,3,3,843,1000
majority,0.6911622136661881,0.5367433204992821,0.7614213197969543,197,999,3,3,843,1000
minority,0.5964529381934144,0.3946794072901216,0.17766497461928935,197,999,3,3,843,1000
consensus,0.7129318735189535,0.5693978102784303,0.9514563106796117,103,999,3,3,844,1000
dissensus,0.6208384248764358,0.43125763731465366,0.3333333333333333,36,999,3,3,844,1000
majority,0.6740164456007317,0.5110246684010976,0.7525773195876289,194,999,3,3,844,1000
minority,0.6035070958462483,0.4052606437693725,0.211340206185567,194,999,3,3,844,1000
consensus,0.7296644797378101,0.5944967196067152,0.9722222222222222,108,999,3,3,845,1000
dissensus,0.6043565911628928,0.406534886744339,0.3333333333333333,40,999,3,3,845,1000
majority,0.6925471341367475,0.5388207012051214,0.7783783783783784,185,999,3,3,845,1000
minority,0.584005970586729,0.3760089558800934,0.15675675675675677,185,999,3,3,845,1000
consensus,0.7114833925935355,0.5672250888903033,0.9363636363636364,110,999,3,3,846,1000
dissensus,0.5842250795276077,0.3763376192914115,0.3333333333333333,36,999,3,3,846,1000
majority,0.6926870417586941,0.5390305626380412,0.8449197860962567,187,999,3,3,846,1000
minority,0.5604447254640467,0.34066708819607006,0.13368983957219252,187,999,3,3,846,1000
consensus,0.7244683783574686,0.5867025675362029,0.9916666666666667,120,999,3,3,847,1000
dissensus,0.6120514486764377,0.4180771730146565,0.3333333333333333,32,999,3,3,847,1000
majority,0.6966622914620684,0.5449934371931027,0.7458563535911602,181,999,3,3,847,1000
minority,0.5881670369692902,0.3822505554539352,0.19889502762430938,181,999,3,3,847,1000
consensus,0.7169004437227745,0.5753506655841618,0.9896907216494846,97,999,3,3,848,1000
dissensus,0.6229814621964814,0.4344721932947222,0.3333333333333333,42,999,3,3,848,1000
majority,0.6805002061979001,0.5207503092968501,0.7731958762886598,194,999,3,3,848,1000
minority,0.5749995375501754,0.36249930632526306,0.18041237113402062,194,999,3,3,848,1000
consensus,0.7197292726380241,0.5795939089570361,0.9587628865979382,97,999,3,3,849,1000
dissensus,0.6413380249903572,0.4620070374855358,0.3333333333333333,30,999,3,3,849,1000
majority,0.6783532952862674,0.5175299429294012,0.7233009708737864,206,999,3,3,849,1000
minority,0.600762168971014,0.40114325345652085,0.24757281553398058,206,999,3,3,849,1000
consensus,0.7136251324367571,0.5704376986551355,0.9655172413793104,116,999,3,3,850,1000
dissensus,0.604892902385248,0.407339353577872,0.3333333333333333,36,999,3,3,850,1000
majority,0.6762827210635133,0.5144240815952699,0.7569060773480663,181,999,3,3,850,1000
minority,0.5730982255825214,0.3596473383737821,0.1878453038674033,181,999,3,3,850,1000
consensus,0.7298691223787637,0.5948036835681455,0.9741379310344828,116,999,3,3,851,1000
dissensus,0.6070275534236548,0.4105413301354822,0.3333333333333333,34,999,3,3,851,1000
majority,0.6737675367458427,0.510651305118764,0.7540983606557377,183,999,3,3,851,1000
minority,0.5742757806863181,0.3614136710294772,0.19672131147540983,183,999,3,3,851,1000
consensus,0.7135983990825282,0.5703975986237924,0.9591836734693877,98,999,3,3,852,1000
dissensus,0.6033152494943403,0.4049728742415105,0.3333333333333333,31,999,3,3,852,1000
majority,0.6854116380179691,0.5281174570269536,0.7450980392156863,204,999,3,3,852,1000
minority,0.6039561218128606,0.405934182719291,0.18627450980392157,204,999,3,3,852,1000
consensus,0.7384647697922501,0.607697154688375,0.9647058823529412,85,999,3,3,853,1000
dissensus,0.5962050292927651,0.3943075439391477,0.3333333333333333,48,999,3,3,853,1000
majority,0.6894572209531907,0.534185831429786,0.735,200,999,3,3,853,1000
minority,0.5884709633009819,0.3827064449514728,0.22,200,999,3,3,853,1000
consensus,0.7173865390333422,0.5760798085500133,0.979381443298969,97,999,3,3,854,1000
dissensus,0.5946983093033649,0.39204746395504725,0.3333333333333333,28,999,3,3,854,1000
majority,0.683005511776383,0.5245082676645746,0.7692307692307693,208,999,3,3,854,1000
minority,0.5703982331831821,0.355597349774773,0.16346153846153846,208,999,3,3,854,1000
consensus,0.7295467750055078,0.5943201625082616,0.9791666666666666,96,999,3,3,855,1000
dissensus,0.6254756312857989,0.43821344692869824,0.3333333333333333,28,999,3,3,855,1000
majority,0.6755693659730007,0.513354048959501,0.8229665071770335,209,999,3,3,855,1000
minority,0.5840829258258834,0.376124388738825,0.14354066985645933,209,999,3,3,855,1000
consensus,0.7334726784496696,0.6002090176745044,1,104,999,3,3,856,1000
dissensus,0.6326326031388866,0.44894890470832993,0.3333333333333333,37,999,3,3,856,1000
majority,0.6924228703464905,0.5386343055197358,0.7552083333333334,192,999,3,3,856,1000
minority,0.5826383384095001,0.37395750761425006,0.171875,192,999,3,3,856,1000
consensus,0.7064924804628002,0.5597387206942004,0.9504950495049505,101,999,3,3,857,1000
dissensus,0.623059263466385,0.4345888951995775,0.3333333333333333,46,999,3,3,857,1000
majority,0.6765739880243523,0.5148609820365285,0.7419354838709677,186,999,3,3,857,1000
minority,0.575176919794618,0.3627653796919271,0.1935483870967742,186,999,3,3,857,1000
