constellation,average_competence,average_relative_competence,average_accuracy,count,population,sample,options,iteration,total_iterations
dissensus,0.6405904456677418,0.4608856685016127,0.3333333333333333,35,999,3,3,83,100
majority,0.6750170774750102,0.5125256162125152,0.74,200,999,3,3,83,100
minority,0.5737268203124404,0.3605902304686607,0.2,200,999,3,3,83,100
consensus,0.7133096047240683,0.5699644070861025,1,115,999,3,3,84,100
dissensus,0.6352734755337452,0.4529102133006178,0.3333333333333333,31,999,3,3,84,100
majority,0.6747861662672072,0.5121792494008108,0.7807486631016043,187,999,3,3,84,100
minority,0.5995144835489,0.3992717253233501,0.1925133689839572,187,999,3,3,84,100
consensus,0.729290384075408,0.593935576113112,0.9897959183673469,98,999,3,3,85,100
dissensus,0.5962309163684646,0.39434637455269694,0.3333333333333333,25,999,3,3,85,100
majority,0.7038731404735397,0.5558097107103096,0.7523809523809524,210,999,3,3,85,100
minority,0.5873994928370747,0.3810992392556121,0.21428571428571427,210,999,3,3,85,100
consensus,0.7129048997825492,0.5693573496738239,0.9821428571428571,112,999,3,3,86,100
dissensus,0.6281810114014661,0.44227151710219914,0.3333333333333333,32,999,3,3,86,100
majority,0.6803203887257699,0.5204805830886549,0.7883597883597884,189,999,3,3,86,100
minority,0.5817291739616852,0.3725937609425278,0.17989417989417988,189,999,3,3,86,100
consensus,0.7173465300396835,0.5760197950595253,0.9439252336448598,107,999,3,3,87,100
dissensus,0.615758246213146,0.42363736931971896,0.3333333333333333,40,999,3,3,87,100
majority,0.6667149641870698,0.5000724462806047,0.7150537634408602,186,999,3,3,87,100
minority,0.6081611028593701,0.4122416542890552,0.23118279569892472,186,999,3,3,87,100
consensus,0.713084358274036,0.5696265374110541,0.9722222222222222,108,999,3,3,88,100
dissensus,0.5839107324315843,0.3758660986473764,0.3333333333333333,31,999,3,3,88,100
majority,0.67249902629988,0.50874853944982,0.7371134020618557,194,999,3,3,88,100
minority,0.5851983923922675,0.37779758858840107,0.20103092783505155,194,999,3,3,88,100
consensus,0.719945914986639,0.5799188724799584,0.9807692307692307,104,999,3,3,89,100
dissensus,0.5755646721233254,0.3633470081849881,0.3333333333333333,42,999,3,3,89,100
majority,0.6616051851501175,0.49240777772517613,0.6844919786096256,187,999,3,3,89,100
minority,0.6022111063195582,0.4033166594793373,0.23529411764705882,187,999,3,3,89,100
consensus,0.7478235744577097,0.6217353616865646,1,95,999,3,3,90,100
dissensus,0.6316104336227808,0.4474156504341712,0.3333333333333333,38,999,3,3,90,100
majority,0.6686128740598604,0.5029193110897905,0.725,200,999,3,3,90,100
minority,0.5996196673391387,0.39942950100870805,0.235,200,999,3,3,90,100
consensus,0.7107512032916814,0.5661268049375221,0.8934426229508197,122,999,3,3,91,100
dissensus,0.6263079249008101,0.4394618873512151,0.3333333333333333,28,999,3,3,91,100
majority,0.7023323095820926,0.5534984643731389,0.7978142076502732,183,999,3,3,91,100
minority,0.5697409278884503,0.3546113918326754,0.16393442622950818,183,999,3,3,91,100
consensus,0.7124576249283063,0.5686864373924595,0.9714285714285714,105,999,3,3,92,100
dissensus,0.5904383098309929,0.3856574647464893,0.3333333333333333,30,999,3,3,92,100
majority,0.6769926085764768,0.5154889128647152,0.7828282828282829,198,999,3,3,92,100
minority,0.5998390670826578,0.39975860062398666,0.18181818181818182,198,999,3,3,92,100
consensus,0.7136408592492377,0.5704612888738566,0.9791666666666666,96,999,3,3,93,100
dissensus,0.6041739459493459,0.4062609189240189,0.3333333333333333,34,999,3,3,93,100
majority,0.6862108560698795,0.5293162841048192,0.8078817733990148,203,999,3,3,93,100
minority,0.5857484655658147,0.37862269834872214,0.16748768472906403,203,999,3,3,93,100
consensus,0.7200735853989834,0.580110378098475,0.9905660377358491,106,999,3,3,94,100
dissensus,0.64246663764947,0.4636999564742049,0.3333333333333333,25,999,3,3,94,100
majority,0.6710018226046963,0.5065027339070445,0.7722772277227723,202,999,3,3,94,100
minority,0.5851297803820963,0.3776946705731444,0.14356435643564355,202,999,3,3,94,100
consensus,0.7128519690715679,0.5692779536073518,0.9821428571428571,112,999,3,3,95,100
dissensus,0.6252039341085585,0.4378059011628377,0.3333333333333333,34,999,3,3,95,100
majority,0.683406053212639,0.5251090798189586,0.7272727272727273,187,999,3,3,95,100
minority,0.5901117742455062,0.38516766136825925,0.2192513368983957,187,999,3,3,95,100
consensus,0.7224152594302885,0.5836228891454327,0.96,100,999,3,3,96,100
dissensus,0.623343538801511,0.4350153082022666,0.3333333333333333,28,999,3,3,96,100
majority,0.6905851923818965,0.5358777885728448,0.7853658536585366,205,999,3,3,96,100
minority,0.5686684035847523,0.35300260537712863,0.17073170731707318,205,999,3,3,96,100
consensus,0.7281523112475855,0.5922284668713783,0.9489795918367347,98,999,3,3,97,100
dissensus,0.609601818267644,0.41440272740146616,0.3333333333333333,32,999,3,3,97,100
majority,0.6843461693231665,0.5265192539847497,0.7339901477832512,203,999,3,3,97,100
minority,0.5919841320807503,0.38797619812112544,0.19704433497536947,203,999,3,3,97,100
consensus,0.7046371937143405,0.5569557905715108,0.9456521739130435,92,999,3,3,98,100
dissensus,0.6270055613506379,0.4405083420259568,0.3333333333333333,40,999,3,3,98,100
majority,0.6806713355103566,0.521007003265535,0.736318407960199,201,999,3,3,98,100
minority,0.598733835599569,0.3981007533993535,0.208955223880597,201,999,3,3,98,100
consensus,0.7168577811774808,0.5752866717662212,0.9696969696969697,99,999,3,3,99,100
dissensus,0.6281936417282041,0.44229046259230625,0.3333333333333333,40,999,3,3,99,100
majority,0.6958399961560108,0.5437599942340161,0.7938144329896907,194,999,3,3,99,100
minority,0.5782949379077214,0.36744240686158197,0.15979381443298968,194,999,3,3,99,100
consensus,0.6961840640418384,0.5442760960627575,0.926605504587156,109,999,3,3,100,100
dissensus,0.5704280155133111,0.3556420232699667,0.3333333333333333,36,999,3,3,100,100
majority,0.6866658422592301,0.5299987633888452,0.7446808510638298,188,999,3,3,100,100
minority,0.5916363978708916,0.3874545968063374,0.21808510638297873,188,999,3,3,100,100
dissensus,0.6188394364435226,0.4282591546652839,0.5,1,990,10,3,1,100
intermediate majority,0.5522957763360001,0.3284436645040002,0.023076923076923078,49,990,10,3,1,100
majority,0.7083054978085289,0.5624582467127932,0.9801526717557252,98,990,10,3,1,100
minority,0.5487018490361416,0.3230527735542124,0,98,990,10,3,1,100
consensus,0.7636767290066928,0.6455150935100392,1,1,990,10,3,2,100
dissensus,0.71125982766971,0.566889741504565,0.5,1,990,10,3,2,100
intermediate majority,0.5751924826660946,0.3627887239991418,0.05785123966942149,46,990,10,3,2,100
majority,0.7206524213178209,0.5809786319767314,0.9360119047619048,97,990,10,3,2,100
minority,0.5515815928848478,0.3273723893272717,0.01694915254237288,97,990,10,3,2,100
dissensus,0.6157783435580011,0.4236675153370016,0.5,2,990,10,3,3,100
intermediate majority,0.5509408704466863,0.32641130567002946,0,43,990,10,3,3,100
majority,0.7244533481041303,0.5866800221561954,0.9881129271916791,97,990,10,3,3,100
minority,0.5728200773199744,0.3592301159799617,0.016666666666666666,97,990,10,3,3,100
intermediate majority,0.5542900518890991,0.33143507783364856,0.05128205128205128,44,990,10,3,4,100
majority,0.7154235199168015,0.5731352798752023,0.9530791788856305,99,990,10,3,4,100
minority,0.5596041738057271,0.3394062607085908,0.05235602094240838,99,990,10,3,4,100
consensus,0.6887881261839842,0.5331821892759763,1,2,990,10,3,5,100
dissensus,0.6362277777865529,0.4543416666798294,0.5,3,990,10,3,5,100
intermediate majority,0.5655248620968667,0.34828729314530005,0.05,51,990,10,3,5,100
majority,0.7217579835084578,0.5826369752626867,0.952,94,990,10,3,5,100
minority,0.5435351802390955,0.3153027703586434,0.06857142857142857,94,990,10,3,5,100
consensus,0.6710012228305763,0.5065018342458644,1,2,990,10,3,6,100
intermediate majority,0.5446402512632472,0.3169603768948709,0.13043478260869565,36,990,10,3,6,100
majority,0.7133172454093444,0.5699758681140166,0.9543446244477173,97,990,10,3,6,100
minority,0.5499499331655876,0.32492489974838146,0,97,990,10,3,6,100
consensus,0.6978514670704802,0.5467772006057203,1,1,990,10,3,7,100
dissensus,0.7131090632950267,0.56966359494254,0.5,1,990,10,3,7,100
intermediate majority,0.5693173517971496,0.35397602769572445,0.07746478873239436,52,990,10,3,7,100
majority,0.7088188420625298,0.5632282630937948,0.9634146341463414,97,990,10,3,7,100
minority,0.5669188716813431,0.3503783075220147,0.01744186046511628,97,990,10,3,7,100
dissensus,0.6415827175912758,0.4623740763869137,0.5,1,990,10,3,8,100
intermediate majority,0.5796356246985782,0.36945343704786726,0.08461538461538462,48,990,10,3,8,100
majority,0.7204018413691509,0.5806027620537264,0.9461077844311377,98,990,10,3,8,100
minority,0.5817894856923093,0.37268422853846395,0.04945054945054945,98,990,10,3,8,100
consensus,0.6720993852708489,0.5081490779062734,1,1,990,10,3,9,100
intermediate majority,0.5813261145748748,0.3719891718623122,0.09836065573770492,47,990,10,3,9,100
majority,0.7023218842066882,0.5534828263100322,0.9206106870229007,98,990,10,3,9,100
minority,0.5484440626197286,0.3226660939295928,0.029556650246305417,98,990,10,3,9,100
consensus,0.7390223445215574,0.608533516782336,1,1,990,10,3,10,100
intermediate majority,0.561000009702457,0.3415000145536855,0.022900763358778626,48,990,10,3,10,100
majority,0.7085674691586863,0.5628512037380294,0.9744744744744744,98,990,10,3,10,100
minority,0.5524203352246753,0.32863050283701284,0,98,990,10,3,10,100
consensus,0.7724253735867226,0.6586380603800839,1,3,990,10,3,11,100
dissensus,0.6152659574523568,0.42289893617853525,0.5,1,990,10,3,11,100
intermediate majority,0.5586209167992054,0.3379313751988081,0.059322033898305086,44,990,10,3,11,100
majority,0.7136004656717904,0.5704006985076856,0.9455676516329704,95,990,10,3,11,100
minority,0.5446414180893313,0.31696212713399696,0.042328042328042326,95,990,10,3,11,100
consensus,0.7411666813384121,0.6117500220076182,1,2,990,10,3,12,100
dissensus,0.670269932365045,0.5054048985475674,0.5,1,990,10,3,12,100
intermediate majority,0.5730824183435443,0.35962362751531646,0,41,990,10,3,12,100
majority,0.7163192725932687,0.5744789088899028,0.9756468797564688,96,990,10,3,12,100
minority,0.5557770540578489,0.3336655810867735,0.030456852791878174,96,990,10,3,12,100
consensus,0.7193345473574785,0.5790018210362178,1,4,990,10,3,13,100
intermediate majority,0.5777875282134625,0.36668129232019375,0.05785123966942149,46,990,10,3,13,100
majority,0.7181935402140616,0.5772903103210923,0.9619651347068146,95,990,10,3,13,100
minority,0.5640396931214942,0.34605953968224124,0.020202020202020204,95,990,10,3,13,100
consensus,0.7146816368758058,0.5720224553137087,1,2,990,10,3,14,100
intermediate majority,0.5877266795881116,0.3815900193821674,0.07547169811320754,42,990,10,3,14,100
majority,0.716824477028811,0.5752367155432165,0.9476744186046512,97,990,10,3,14,100
minority,0.5441451517690439,0.3162177276535658,0.022727272727272728,97,990,10,3,14,100
consensus,0.6777766134952092,0.5166649202428137,1,3,990,10,3,15,100
intermediate majority,0.5330492985194826,0.29957394777922386,0.03361344537815126,43,990,10,3,15,100
majority,0.7054025684158973,0.5581038526238459,0.9798761609907121,96,990,10,3,15,100
minority,0.5620920922201222,0.34313813833018336,0.015384615384615385,96,990,10,3,15,100
consensus,0.7030117785247664,0.5545176677871496,1,1,990,10,3,16,100
dissensus,0.596525042038411,0.39478756305761636,0.5,2,990,10,3,16,100
intermediate majority,0.5447511295368782,0.31712669430531726,0,50,990,10,3,16,100
majority,0.7122960465762915,0.5684440698644373,0.9875389408099688,96,990,10,3,16,100
minority,0.5879384005016907,0.381907600752536,0.016574585635359115,96,990,10,3,16,100
consensus,0.7500732018224274,0.6251098027336411,1,2,990,10,3,17,100
dissensus,0.6690744950901717,0.5036117426352575,0.5,1,990,10,3,17,100
intermediate majority,0.5656931867470231,0.34853978012053466,0.03636363636363636,44,990,10,3,17,100
majority,0.7134083495496392,0.5701125243244587,0.9623493975903614,96,990,10,3,17,100
minority,0.5563534316106109,0.3345301474159163,0.016129032258064516,96,990,10,3,17,100
consensus,0.8179450530325995,0.7269175795488991,1,2,990,10,3,18,100
intermediate majority,0.5457188891016876,0.3185783336525314,0.09352517985611511,51,990,10,3,18,100
majority,0.7026573824391472,0.5539860736587209,0.9193302891933028,97,990,10,3,18,100
minority,0.5673733727838773,0.3510600591758159,0.05747126436781609,97,990,10,3,18,100
consensus,0.6867703620189181,0.5301555430283771,1,1,990,10,3,19,100
dissensus,0.5952571758379539,0.39288576375693085,0.5,1,990,10,3,19,100
intermediate majority,0.5691926154457154,0.3537889231685732,0,37,990,10,3,19,100
majority,0.7166221645821496,0.5749332468732244,0.9610778443113772,97,990,10,3,19,100
minority,0.5533339628383207,0.33000094425748105,0.05,97,990,10,3,19,100
intermediate majority,0.5494877752641009,0.32423166289615135,0.05714285714285714,42,990,10,3,20,100
majority,0.7041437882495154,0.5562156823742731,0.9681620839363242,99,990,10,3,20,100
minority,0.5578814150735134,0.33682212261027017,0,99,990,10,3,20,100
consensus,0.6990509427721716,0.5485764141582574,1,3,990,10,3,21,100
dissensus,0.7323777638686201,0.5985666458029301,0.5,1,990,10,3,21,100
intermediate majority,0.5701797578707745,0.3552696368061617,0.06557377049180328,46,990,10,3,21,100
majority,0.7220542602814534,0.58308139042218,0.9595015576323987,95,990,10,3,21,100
minority,0.5673122053780664,0.3509683080670995,0,95,990,10,3,21,100
consensus,0.828845748770982,0.7432686231564731,1,1,990,10,3,22,100
dissensus,0.6402332813789448,0.4603499220684171,0.5,3,990,10,3,22,100
intermediate majority,0.580329207834115,0.3704938117511726,0.09166666666666666,47,990,10,3,22,100
majority,0.69796669100364,0.54695003650546,0.9627329192546584,95,990,10,3,22,100
minority,0.5742357058774373,0.36135355881615594,0.010752688172043012,95,990,10,3,22,100
consensus,0.6505006486705194,0.4757509730057792,1,2,990,10,3,23,100
dissensus,0.6611189301125706,0.4916783951688558,0.5,1,990,10,3,23,100
intermediate majority,0.60193898118265,0.40290847177397504,0.033707865168539325,34,990,10,3,23,100
majority,0.7176414172223332,0.5764621258334999,0.9689807976366323,96,990,10,3,23,100
minority,0.579817989335437,0.3697269840031555,0.015463917525773196,96,990,10,3,23,100
intermediate majority,0.5699450838715873,0.3549176258073809,0.03333333333333333,47,990,10,3,24,100
majority,0.7214987044351271,0.5822480566526907,0.9806259314456036,99,990,10,3,24,100
minority,0.5623802822215835,0.3435704233323753,0.01507537688442211,99,990,10,3,24,100
consensus,0.7168738085000466,0.5753107127500698,1,1,990,10,3,25,100
dissensus,0.6798283194579805,0.5197424791869708,0.5,2,990,10,3,25,100
intermediate majority,0.5701083929275493,0.3551625893913239,0.031746031746031744,47,990,10,3,25,100
majority,0.7139497115510315,0.5709245673265472,0.9670846394984326,96,990,10,3,25,100
minority,0.5578729555234123,0.3368094332851185,0.025510204081632654,96,990,10,3,25,100
dissensus,0.6523343302619954,0.47850149539299314,0.5,1,990,10,3,26,100
intermediate majority,0.55367512420641,0.330512686309615,0.08064516129032258,46,990,10,3,26,100
majority,0.7280890968490971,0.5921336452736455,0.9540059347181009,98,990,10,3,26,100
minority,0.540471228909075,0.3107068433636124,0.03296703296703297,98,990,10,3,26,100
consensus,0.7090773531287495,0.5636160296931242,1,3,990,10,3,27,100
intermediate majority,0.5645750512364309,0.34686257685464633,0.12781954887218044,49,990,10,3,27,100
majority,0.7094106118742178,0.5641159178113266,0.9419847328244275,96,990,10,3,27,100
minority,0.5531126819045622,0.32966902285684335,0.01744186046511628,96,990,10,3,27,100
consensus,0.6922507049981504,0.5383760574972257,1,3,990,10,3,28,100
intermediate majority,0.546020703469987,0.31903105520498043,0,42,990,10,3,28,100
majority,0.7176898566868177,0.5765347850302266,0.9815668202764977,96,990,10,3,28,100
minority,0.5576263760612347,0.33643956409185194,0,96,990,10,3,28,100
consensus,0.7607834542325388,0.6411751813488082,1,2,990,10,3,29,100
dissensus,0.6172201403261474,0.425830210489221,0.5,1,990,10,3,29,100
intermediate majority,0.5539584451606236,0.3309376677409355,0.030534351145038167,49,990,10,3,29,100
majority,0.7161590778243082,0.5742386167364624,0.974320241691843,96,990,10,3,29,100
minority,0.554716354330812,0.3320745314962181,0.017964071856287425,96,990,10,3,29,100
consensus,0.7131875420144449,0.5697813130216673,1,2,990,10,3,30,100
intermediate majority,0.582507557706059,0.37376133655908855,0.13740458015267176,47,990,10,3,30,100
majority,0.7258078532121383,0.5887117798182072,0.9301634472511144,97,990,10,3,30,100
minority,0.5626196906533482,0.3439295359800222,0.04216867469879518,97,990,10,3,30,100
consensus,0.7197319711713741,0.5795979567570613,1,1,990,10,3,31,100
dissensus,0.5884649256942794,0.3826973885414191,0.5,2,990,10,3,31,100
intermediate majority,0.5827048615285415,0.3740572922928122,0.029411764705882353,49,990,10,3,31,100
majority,0.7071186991199043,0.5606780486798565,0.9746031746031746,96,990,10,3,31,100
minority,0.5348060428440136,0.30220906426602034,0.005154639175257732,96,990,10,3,31,100
consensus,0.7389764801676696,0.6084647202515043,1,2,990,10,3,32,100
intermediate majority,0.5760473459920226,0.3640710189880338,0.06666666666666667,42,990,10,3,32,100
majority,0.7242700912861185,0.5864051369291778,0.972809667673716,97,990,10,3,32,100
minority,0.5645698901168434,0.3468548351752651,0.015957446808510637,97,990,10,3,32,100
consensus,0.6734400649555028,0.5101600974332542,1,3,990,10,3,33,100
intermediate majority,0.5383046772096705,0.3074570158145057,0,40,990,10,3,33,100
majority,0.7172573046676419,0.5758859570014628,0.9672131147540983,96,990,10,3,33,100
minority,0.5416320334315871,0.3124480501473805,0.02185792349726776,96,990,10,3,33,100
consensus,0.7179244480483855,0.5768866720725783,1,2,990,10,3,34,100
intermediate majority,0.5794464546153065,0.3691696819229598,0.06015037593984962,48,990,10,3,34,100
majority,0.7161374647412997,0.5742061971119495,0.9611360239162929,97,990,10,3,34,100
minority,0.5502302173501072,0.3253453260251609,0.017857142857142856,97,990,10,3,34,100
consensus,0.7317899017232574,0.5976848525848861,1,3,990,10,3,35,100
dissensus,0.695783538526545,0.5436753077898175,0.5,2,990,10,3,35,100
intermediate majority,0.6004710766449571,0.4007066149674356,0.056,42,990,10,3,35,100
majority,0.7233354187842714,0.5850031281764072,0.9546191247974068,94,990,10,3,35,100
minority,0.5648232657534481,0.3472348986301722,0.020202020202020204,94,990,10,3,35,100
consensus,0.7345831694547087,0.601874754182063,1,1,990,10,3,36,100
intermediate majority,0.5645189987370322,0.3467784981055482,0.12605042016806722,44,990,10,3,36,100
majority,0.6969765474310896,0.5454648211466344,0.9343283582089552,98,990,10,3,36,100
minority,0.5566777020252357,0.33501655303785355,0.02617801047120419,98,990,10,3,36,100
consensus,0.7133021285033061,0.5699531927549591,1,3,990,10,3,37,100
intermediate majority,0.5886810567037091,0.38302158505556366,0.038834951456310676,38,990,10,3,37,100
majority,0.7111748459998125,0.5667622689997187,0.9499241274658573,96,990,10,3,37,100
minority,0.5537707772316028,0.3306561658474043,0.015151515151515152,96,990,10,3,37,100
consensus,0.7024060862371698,0.5536091293557547,1,2,990,10,3,38,100
dissensus,0.7017562457981209,0.5526343686971814,0.5,1,990,10,3,38,100
intermediate majority,0.5566742046434056,0.3350113069651083,0.026785714285714284,43,990,10,3,38,100
majority,0.7182749724586466,0.5774124586879698,0.958966565349544,96,990,10,3,38,100
minority,0.5633713573846444,0.3450570360769665,0.02631578947368421,96,990,10,3,38,100
consensus,0.7306002836364012,0.5959004254546018,1,3,990,10,3,39,100
dissensus,0.6980555877865603,0.5470833816798404,0.5,1,990,10,3,39,100
intermediate majority,0.5647131541666265,0.34706973124993973,0.09166666666666666,45,990,10,3,39,100
majority,0.7126784953905636,0.5690177430858454,0.9407051282051282,95,990,10,3,39,100
minority,0.566736677852173,0.35010501677825945,0.04854368932038835,95,990,10,3,39,100
consensus,0.7104339201158534,0.5656508801737801,1,3,990,10,3,40,100
intermediate majority,0.5432557630879551,0.31488364463193264,0.02112676056338028,52,990,10,3,40,100
majority,0.727437372910507,0.5911560593657607,0.9732704402515723,96,990,10,3,40,100
minority,0.5685611785280317,0.35284176779204757,0.016483516483516484,96,990,10,3,40,100
intermediate majority,0.566871757901014,0.3503076368515209,0,39,990,10,3,41,100
majority,0.7098567258089982,0.5647850887134973,0.9624819624819625,99,990,10,3,41,100
minority,0.567159353224233,0.3507390298363496,0.035175879396984924,99,990,10,3,41,100
consensus,0.6665939982281998,0.49989099734229975,1,2,990,10,3,42,100
intermediate majority,0.5445552800119913,0.3168329200179869,0,48,990,10,3,42,100
majority,0.7240618934049896,0.5860928401074844,0.961890243902439,97,990,10,3,42,100
minority,0.5396629358736938,0.3094944038105408,0.043010752688172046,97,990,10,3,42,100
consensus,0.6599292099708691,0.48989381495630374,1,2,990,10,3,43,100
intermediate majority,0.5626950719090147,0.34404260786352203,0.021897810218978103,52,990,10,3,43,100
majority,0.7269370751716875,0.5904056127575313,0.960546282245827,97,990,10,3,43,100
minority,0.5633943654031233,0.3450915481046849,0,97,990,10,3,43,100
consensus,0.7516858745883737,0.6275288118825605,1,3,990,10,3,44,100
intermediate majority,0.5569654581769381,0.33544818726540715,0.1037037037037037,51,990,10,3,44,100
majority,0.7133967505972518,0.5700951258958777,0.9385560675883257,96,990,10,3,44,100
minority,0.5665370600264148,0.34980559003962225,0.034482758620689655,96,990,10,3,44,100
consensus,0.693847689508564,0.540771534262846,1,3,990,10,3,45,100
dissensus,0.6764073221168171,0.5146109831752256,0.5,1,990,10,3,45,100
intermediate majority,0.5230326316711403,0.28454894750671056,0,43,990,10,3,45,100
majority,0.7044568776052808,0.5566853164079211,0.9748031496062992,95,990,10,3,45,100
minority,0.5652296660048809,0.3478444990073213,0.015228426395939087,95,990,10,3,45,100
consensus,0.7792571558461835,0.6688857337692753,1,1,990,10,3,46,100
dissensus,0.6441502544369239,0.46622538165538574,0.5,4,990,10,3,46,100
intermediate majority,0.5519189536656945,0.32787843049854176,0.07339449541284404,44,990,10,3,46,100
majority,0.7148242252709073,0.572236337906361,0.959375,94,990,10,3,46,100
minority,0.5701133624843954,0.35517004372659305,0.04712041884816754,94,990,10,3,46,100
consensus,0.7258525798562915,0.5887788697844372,1,1,990,10,3,47,100
dissensus,0.5547657198893527,0.33214857983402907,0.5,2,990,10,3,47,100
intermediate majority,0.5446310489086983,0.31694657336304755,0,43,990,10,3,47,100
majority,0.7098984458046984,0.5648476687070477,0.9621451104100947,96,990,10,3,47,100
minority,0.5572052355817845,0.3358078533726767,0.014634146341463415,96,990,10,3,47,100
consensus,0.7031183214237293,0.554677482135594,1,1,990,10,3,48,100
dissensus,0.675353378461053,0.51303006769157955,0.5,1,990,10,3,48,100
intermediate majority,0.543840014492724,0.31576002173908596,0.050724637681159424,50,990,10,3,48,100
majority,0.7056756145847254,0.5585134218770881,0.9825673534072901,97,990,10,3,48,100
minority,0.5584572332650176,0.3376858498975264,0,97,990,10,3,48,100
dissensus,0.6710488286800683,0.5065732430201024,0.5,1,990,10,3,49,100
intermediate majority,0.5793992079835121,0.3690988119752681,0.08196721311475409,44,990,10,3,49,100
majority,0.7090843026596297,0.5636264539894446,0.9293233082706767,98,990,10,3,49,100
minority,0.5620296866052329,0.34304452990784934,0.025906735751295335,98,990,10,3,49,100
consensus,0.738423745892942,0.607635618839413,1,2,990,10,3,50,100
intermediate majority,0.5266102336772522,0.28991535051587836,0.06481481481481481,40,990,10,3,50,100
majority,0.6996859296667901,0.5495288945001852,0.9655688622754491,97,990,10,3,50,100
minority,0.5614101956174405,0.34211529342616076,0.015463917525773196,97,990,10,3,50,100
dissensus,0.6072303579887376,0.41084553698310633,0.5,2,990,10,3,51,100
intermediate majority,0.5594506070017815,0.33917591050267215,0.058333333333333334,47,990,10,3,51,100
majority,0.7040779164552096,0.5561168746828143,0.9611940298507463,97,990,10,3,51,100
minority,0.5660173969326058,0.3490260953989087,0,97,990,10,3,51,100
dissensus,0.723171024536714,0.584756536805071,0.5,1,990,10,3,52,100
intermediate majority,0.5409951070323586,0.31149266054853797,0.038834951456310676,39,990,10,3,52,100
majority,0.7312845114539528,0.5969267671809291,0.9623493975903614,98,990,10,3,52,100
minority,0.5739646861970961,0.3609470292956442,0.014084507042253521,98,990,10,3,52,100
intermediate majority,0.5581488967799242,0.3372233451698862,0.031746031746031744,49,990,10,3,53,100
majority,0.729853243631247,0.5947798654468706,0.9689807976366323,99,990,10,3,53,100
minority,0.5507866270340475,0.3261799405510712,0.0106951871657754,99,990,10,3,53,100
dissensus,0.6231599109596573,0.434739866439486,0.5,4,990,10,3,54,100
intermediate majority,0.5782051699271855,0.3673077548907783,0.1076923076923077,51,990,10,3,54,100
majority,0.719372785665045,0.5790591784975675,0.9429012345679012,95,990,10,3,54,100
minority,0.5538254727333308,0.33073820909999613,0,95,990,10,3,54,100
consensus,0.6973795887807177,0.5460693831710766,1,3,990,10,3,55,100
intermediate majority,0.5937146630437986,0.39057199456569797,0.1282051282051282,42,990,10,3,55,100
majority,0.715019014246593,0.5725285213698894,0.9461883408071748,96,990,10,3,55,100
minority,0.5422796506249128,0.31341947593736924,0,96,990,10,3,55,100
consensus,0.7570431417940806,0.6355647126911208,1,5,990,10,3,56,100
intermediate majority,0.5824423032999039,0.37366345494985587,0.06,40,990,10,3,56,100
majority,0.7218969438693074,0.582845415803961,0.941717791411043,94,990,10,3,56,100
minority,0.5586489666078293,0.3379734499117439,0.026595744680851064,94,990,10,3,56,100
consensus,0.6336415722190092,0.45046235832851383,1,2,990,10,3,57,100
intermediate majority,0.5794494346855208,0.3691741520282813,0.03,39,990,10,3,57,100
majority,0.7238313849630058,0.5857470774445088,0.9912790697674418,97,990,10,3,57,100
minority,0.547900035410212,0.32185005311531806,0,97,990,10,3,57,100
consensus,0.7415094821558644,0.6122642232337967,1,3,990,10,3,58,100
dissensus,0.6249056862356762,0.4373585293535144,0.5,4,990,10,3,58,100
intermediate majority,0.5565007842665786,0.33475117639986784,0.024390243902439025,47,990,10,3,58,100
majority,0.7078937854882136,0.5618406782323203,0.9466882067851373,92,990,10,3,58,100
minority,0.5598984710307101,0.3398477065460652,0.08426966292134831,92,990,10,3,58,100
dissensus,0.6930543122813106,0.5395814684219659,0.5,1,990,10,3,59,100
intermediate majority,0.5254847201843938,0.2882270802765907,0.0380952380952381,41,990,10,3,59,100
majority,0.7048855987336498,0.5573283981004747,0.9633431085043989,98,990,10,3,59,100
minority,0.5721690089326024,0.3582535133989036,0.015544041450777202,98,990,10,3,59,100
consensus,0.6545342658335964,0.4818013987503946,1,2,990,10,3,60,100
intermediate majority,0.5394412831152875,0.3091619246729313,0,43,990,10,3,60,100
majority,0.7163710855428068,0.5745566283142102,0.960546282245827,97,990,10,3,60,100
minority,0.5631713103195782,0.3447569654793673,0.036458333333333336,97,990,10,3,60,100
dissensus,0.6507271999415631,0.4760907999123447,0.5,2,990,10,3,61,100
intermediate majority,0.5424236554939014,0.313635483240852,0,38,990,10,3,61,100
majority,0.710483637682338,0.565725456523507,0.9367469879518072,97,990,10,3,61,100
minority,0.5564416335202544,0.3346624502803817,0.039603960396039604,97,990,10,3,61,100
consensus,0.7083240362443031,0.5624860543664545,1,5,990,10,3,62,100
dissensus,0.5953077415625254,0.3929616123437882,0.5,1,990,10,3,62,100
intermediate majority,0.5592591724947811,0.33888875874217156,0.05084745762711865,44,990,10,3,62,100
majority,0.7051329260090066,0.5576993890135099,0.9608763693270735,93,990,10,3,62,100
minority,0.5589719457454937,0.3384579186182405,0.023121387283236993,93,990,10,3,62,100
dissensus,0.6142551214278986,0.42138268214184793,0.5,1,990,10,3,63,100
intermediate majority,0.5696673853848759,0.35450107807731396,0.022388059701492536,53,990,10,3,63,100
majority,0.7102881919650212,0.5654322879475318,0.9743589743589743,98,990,10,3,63,100
minority,0.5559046243585456,0.33385693653781845,0.03278688524590164,98,990,10,3,63,100
